km_age,mark,model,power,segment,state,transmission,year,engine_type,region,body_type,color,drive_type,drive_type_imputed,wheell_type,condition,owners_count,price
176675,70,292,288,2,1,0,2010,2,64,1,10,3,0,0,0,2,2080000
88539,28,152,150,1,1,0,2013,2,64,1,14,3,0,0,0,1,1319000
38924,73,466,180,1,1,2,2017,2,64,1,1,3,0,0,0,1,1990000
83183,57,169,135,0,1,1,2012,2,64,1,14,3,0,0,0,1,615000
92000,6,40,184,2,1,0,2018,2,64,5,1,3,0,0,0,2,2219000
44470,44,453,249,2,1,0,2018,0,64,13,14,3,0,0,0,1,5348000
142791,38,176,184,2,1,0,2015,2,64,13,14,2,0,0,0,3,1750000
87350,44,227,170,2,1,0,2014,0,64,1,6,3,0,0,0,1,1698000
6179,74,415,190,2,1,0,2019,2,64,13,1,2,0,0,0,1,3088000
0,3,382,249,2,0,2,2020,2,64,1,12,1,1,0,1,0,3460000
0,3,382,249,2,0,2,2020,2,64,1,12,1,1,0,1,0,3590000
52837,6,38,136,2,1,0,2014,2,64,13,1,0,0,0,0,1,1210000
150369,49,359,250,1,1,0,2014,2,64,1,6,3,0,0,0,3,1699000
53698,64,201,90,2,1,2,2016,2,64,18,8,0,0,0,0,3,898000
216832,6,505,218,2,1,0,2010,2,64,1,7,3,0,0,0,1,750000
0,3,68,249,2,0,2,2020,2,64,8,11,1,1,0,1,0,3725000
183133,20,196,125,1,1,1,2008,2,64,19,12,2,0,0,0,3,295000
91000,52,87,140,1,1,0,2013,2,64,18,7,2,0,0,0,3,599000
144000,63,350,122,1,1,1,2012,2,64,8,14,2,0,0,0,3,525000
217746,37,165,249,1,1,0,2013,0,65,1,14,3,0,0,0,1,1697000
148000,57,169,135,0,1,0,2014,2,64,1,12,2,0,0,0,1,569000
0,72,345,80,0,0,1,2020,2,64,1,11,1,1,0,1,0,767000
138377,55,122,245,2,1,0,2014,0,64,1,6,3,0,0,0,2,3048000
28097,72,280,81,0,1,1,2009,2,64,16,1,2,0,0,0,1,270000
103068,51,526,141,1,1,1,2013,2,64,1,14,3,0,0,0,1,925000
84100,36,125,129,1,1,0,2014,2,64,19,10,2,0,0,0,1,843000
187513,51,467,110,1,1,1,2008,2,64,19,7,2,0,0,0,3,272000
26571,44,452,469,2,1,0,2018,2,64,13,14,3,0,0,0,1,9316000
49751,12,442,150,1,1,0,2019,0,64,10,1,2,0,0,0,1,2598000
161230,44,453,388,2,1,0,2007,2,64,13,14,3,0,0,0,2,829000
41574,6,55,249,2,1,0,2018,0,64,13,14,3,0,0,0,2,3644000
0,3,384,249,2,0,0,2020,0,64,1,1,1,1,0,1,0,5819100
96000,3,69,300,2,1,2,2011,2,64,13,0,3,0,0,0,3,1149000
99000,51,276,190,1,1,3,2013,2,64,1,7,2,0,0,0,3,733000
50150,67,274,85,1,1,1,2012,2,64,0,2,3,0,0,0,1,999000
142000,28,152,150,1,1,1,2012,2,64,1,1,3,0,0,0,2,1148000
21941,73,371,90,0,1,1,2018,2,64,13,1,2,0,0,0,3,651000
271000,49,361,170,1,1,0,2008,2,64,1,11,3,0,0,0,3,597000
11898,3,71,249,2,1,0,2019,0,64,13,14,3,0,0,0,2,6385000
103294,73,363,180,1,1,2,2015,2,64,13,6,2,0,0,0,1,1629000
0,3,69,245,2,0,2,2020,2,64,13,7,1,1,0,1,0,3978000
19564,38,176,200,2,1,0,2019,2,64,13,14,2,0,0,0,2,3188000
206077,51,79,107,0,1,0,2006,2,64,13,12,2,0,0,0,3,260000
108850,73,466,180,1,1,2,2017,2,4,1,14,3,0,0,0,1,1699000
129000,37,202,233,1,1,0,2008,2,64,1,12,3,0,0,0,3,679000
116000,67,237,140,1,1,0,2007,2,64,1,11,3,0,0,0,3,569000
118000,51,467,110,1,1,0,2010,2,64,19,11,2,0,0,0,1,495000
63300,48,250,122,2,1,0,2013,2,64,18,12,2,0,0,0,3,850000
59077,30,479,177,1,1,2,2016,2,64,1,14,3,0,0,0,1,1435000
159324,32,205,333,2,1,0,2010,2,64,1,6,3,0,0,0,2,1169000
126000,30,259,173,1,1,0,2014,2,64,10,14,0,0,0,0,2,1420000
114780,38,349,150,2,1,3,2015,2,64,1,14,3,0,0,0,1,2100000
25649,44,244,422,2,1,0,2016,2,64,1,14,3,0,0,0,2,6399000
0,30,438,123,0,0,0,2020,2,64,13,1,1,1,0,1,0,1071000
121000,51,526,141,1,1,3,2010,2,64,1,14,3,0,0,0,3,759000
0,44,217,150,2,0,2,2020,2,35,1,11,1,1,0,1,0,2799320
62045,70,293,177,2,1,0,2017,0,58,1,14,3,0,0,0,1,3499000
156217,44,453,333,2,1,0,2014,2,64,13,14,3,0,0,0,1,2698000
91000,37,165,211,1,1,0,2014,0,64,1,11,3,0,0,0,1,1799000
0,30,438,123,0,0,0,2020,2,64,13,12,1,1,0,1,0,1077000
134587,51,526,141,1,1,3,2013,2,64,1,1,3,0,0,0,1,1005000
141183,28,258,105,1,1,3,2005,2,64,1,14,3,0,0,0,2,429000
1859,44,185,197,2,1,0,2020,2,64,13,1,3,0,0,0,3,3398000
154486,38,269,208,2,1,0,2014,2,64,13,12,0,0,0,0,1,1580000
135000,43,27,150,1,1,0,2008,2,64,13,7,2,0,0,0,3,369000
111172,36,354,188,1,1,0,2019,2,64,13,12,2,0,0,0,1,1490000
0,57,420,102,0,0,0,2020,2,64,19,6,1,1,0,1,0,793000
150000,70,293,173,2,1,0,2014,0,64,1,1,3,0,0,0,2,2399800
90495,73,335,140,2,1,2,2017,0,64,10,14,2,0,0,0,1,2579000
120187,44,131,156,2,1,2,2014,2,64,13,10,2,0,0,0,3,1288000
42980,74,516,190,2,1,0,2015,0,64,1,14,3,0,0,0,1,2079000
0,44,185,160,2,0,0,2020,0,64,13,14,1,1,0,1,0,4020000
87000,37,166,190,1,1,0,2015,0,64,1,14,3,0,0,0,2,2089000
0,48,137,136,2,0,2,2020,2,64,16,14,1,1,0,1,0,2304800
137000,37,165,190,1,1,0,2008,0,64,1,12,3,0,0,0,3,649000
145500,73,363,160,1,1,0,2008,2,64,13,14,2,0,0,0,1,535000
13222,44,217,150,2,1,2,2019,2,64,1,14,2,0,0,0,1,2325000
217630,70,292,288,2,1,0,2008,2,64,1,11,3,0,0,0,1,1995000
162322,70,144,124,1,1,1,2012,2,64,13,12,2,0,0,0,3,699000
89658,6,38,184,2,1,0,2015,2,64,13,14,3,0,0,0,1,1780000
40000,57,281,143,1,1,0,2017,2,64,1,14,3,0,0,0,1,949000
0,3,67,249,2,0,2,2020,2,64,16,11,1,1,0,1,0,3440000
98000,30,270,150,1,1,0,2013,2,64,1,14,2,0,0,0,2,799000
103000,30,438,123,0,1,0,2015,2,64,13,0,2,0,0,0,1,530000
69000,6,38,190,2,1,0,2017,0,64,13,10,3,0,0,0,1,1847000
88160,13,342,80,0,1,1,2009,2,64,13,9,2,0,0,0,2,99000
0,49,88,150,1,0,3,2020,2,64,1,11,1,1,0,1,0,1927000
132201,44,185,184,2,1,0,2013,2,64,6,7,0,0,0,0,3,1018000
21000,6,48,190,2,1,0,2019,0,65,13,14,0,0,0,0,1,2569000
156000,36,440,197,1,1,0,2010,0,64,1,14,3,0,0,0,1,970000
0,49,88,117,1,0,1,2020,2,64,1,11,1,1,0,1,0,1722000
126000,62,298,105,1,1,2,2014,2,64,16,11,2,0,0,0,2,820000
75834,51,467,110,1,1,0,2013,2,64,19,6,2,0,0,0,2,595000
86703,48,147,184,2,1,0,2012,2,64,1,2,2,0,0,0,2,1040000
95074,10,289,109,0,1,1,2007,2,64,16,10,2,0,0,0,2,340000
117000,10,289,109,0,1,1,2011,2,64,16,1,2,0,0,0,3,359000
245915,72,24,81,0,1,1,2009,2,64,1,10,3,0,0,0,2,175000
58658,36,444,185,1,1,0,2016,0,64,1,10,3,0,0,0,1,1677000
0,49,357,146,1,0,3,2020,2,64,1,10,1,1,0,1,0,2080000
0,49,357,167,1,0,3,2020,2,64,1,14,1,1,0,1,0,2330000
116000,28,152,150,1,1,0,2011,2,64,1,6,3,0,0,0,3,1150000
172000,30,236,174,1,1,0,2011,0,64,10,14,0,0,0,0,2,1299999
69454,55,311,340,2,1,2,2016,2,64,1,14,3,0,0,0,1,3429000
24800,67,274,102,1,1,0,2019,2,64,0,12,3,0,0,0,1,1770000
80616,55,311,340,2,1,2,2016,2,64,1,6,3,0,0,0,1,2895000
90704,74,107,145,2,1,2,2012,2,64,18,3,2,0,0,0,1,755000
0,73,273,110,1,0,0,2020,2,64,13,12,1,1,0,1,0,1757500
89271,55,362,400,2,1,2,2012,2,64,19,6,3,0,0,0,3,2557000
63000,72,295,87,0,1,1,2018,2,64,16,6,2,0,0,0,1,530000
12682,7,177,409,2,1,0,2016,2,64,1,11,3,0,0,0,1,4589000
57509,37,165,340,2,1,0,2017,2,64,1,1,3,0,0,0,1,3549000
0,44,453,249,2,0,0,2020,0,64,13,14,1,1,0,1,0,9320000
21235,73,120,102,1,1,1,2019,0,64,10,1,2,0,0,0,1,2265000
146000,20,329,145,1,1,1,2006,2,64,13,10,2,0,0,0,3,264000
0,73,371,110,0,0,0,2020,2,64,8,10,1,1,0,1,0,1137700
132452,73,471,204,2,1,0,2012,0,64,1,14,3,0,0,0,1,1735000
252300,30,236,145,1,1,0,2010,0,64,10,11,0,0,0,0,2,849000
24962,44,185,197,2,1,0,2019,2,64,13,14,3,0,0,0,1,3250000
81000,36,440,175,1,1,0,2012,2,64,1,11,3,0,0,0,2,1189000
168000,30,236,145,1,1,0,2008,0,64,10,11,0,0,0,0,3,735000
0,3,381,180,2,0,2,2020,2,64,1,12,1,1,0,1,0,3215000
86580,63,528,105,1,1,1,2014,2,64,1,1,2,0,0,0,1,615000
0,49,357,146,1,0,3,2020,2,64,1,11,1,1,0,1,0,1950000
82000,73,273,125,1,1,2,2015,2,64,13,1,2,0,0,0,1,669000
8000,44,185,197,2,1,0,2020,2,64,13,14,0,0,0,0,1,3449000
63000,30,438,107,0,1,0,2015,2,64,13,1,2,0,0,0,2,593000
69000,6,48,184,2,1,0,2013,2,64,13,14,0,0,0,0,1,1477000
0,3,379,180,2,0,2,2020,2,64,1,12,1,1,0,1,0,3071000
44428,36,444,150,1,1,0,2017,2,64,1,6,3,0,0,0,1,1548000
136000,74,516,163,2,1,0,2010,0,64,1,7,2,0,0,0,1,980000
24680,74,516,190,2,1,0,2015,0,64,1,1,3,0,0,0,1,2299000
0,3,384,249,2,0,0,2020,0,64,1,12,1,1,0,1,0,6098000
35504,57,281,143,1,1,1,2017,2,97,1,8,3,0,0,0,1,1070000
54740,44,185,306,2,1,0,2015,2,64,6,6,0,0,0,0,3,2198000
0,3,67,249,2,0,2,2020,2,64,16,12,1,1,0,1,0,3228000
190000,11,495,150,1,1,0,2001,2,64,10,7,2,0,0,0,3,215000
31986,72,490,106,0,1,1,2019,2,64,13,11,2,0,0,0,1,750000
26173,44,185,184,2,1,0,2018,2,64,5,4,0,0,0,0,1,3088000
67761,70,401,146,1,1,3,2016,2,64,1,14,3,0,0,0,1,1620000
0,49,88,150,1,0,3,2020,2,64,1,14,1,1,0,1,0,2031000
0,3,68,249,2,0,2,2020,2,64,8,7,1,1,0,1,0,3850000
26635,44,160,150,2,1,0,2019,2,64,13,4,0,0,0,0,1,2295000
47663,3,379,180,2,1,2,2018,2,64,1,11,3,0,0,0,1,2099000
60481,57,281,114,1,1,3,2018,2,64,1,1,2,0,0,0,1,790000
70857,6,507,249,2,1,0,2018,0,64,1,10,3,0,0,0,2,3498000
70589,66,266,114,1,1,3,2012,2,64,19,14,3,0,0,0,1,744444
25000,44,185,184,2,1,0,2019,2,64,5,12,3,0,0,0,1,3800000
201715,74,518,210,2,1,0,2012,2,64,1,14,3,0,0,0,1,1149000
204000,10,289,109,0,1,1,2008,2,64,16,14,2,0,0,0,2,240000
22727,3,66,190,2,1,2,2018,2,64,13,10,2,0,0,0,2,1998000
0,49,357,146,1,0,3,2020,2,64,1,6,1,1,0,1,0,1830000
55053,72,522,106,0,1,1,2018,2,64,19,6,2,0,0,0,1,579000
96000,6,38,136,2,1,0,2014,2,64,13,6,0,0,0,0,1,1147000
172000,6,507,249,2,1,0,2014,0,64,1,14,3,0,0,0,1,2387000
126000,10,345,80,0,1,1,2013,2,64,1,11,3,0,0,0,2,299000
0,3,381,180,2,0,2,2020,2,64,1,7,1,1,0,1,0,3210000
43660,20,286,140,1,1,2,2013,0,65,1,11,3,0,0,0,1,1180000
92200,51,373,116,1,1,0,2005,2,64,13,4,2,0,0,0,3,299000
135664,6,507,306,2,1,0,2015,2,64,1,11,3,0,0,0,3,2130000
82511,44,338,258,2,1,0,2012,0,64,1,11,3,0,0,0,3,2248000
230000,74,518,272,2,1,0,2003,2,64,1,11,3,0,0,0,3,449000
0,44,217,224,2,0,2,2020,2,64,1,12,1,1,0,1,0,3649000
0,49,88,117,1,0,1,2020,2,64,1,8,1,1,0,1,0,1722000
15700,72,9,73,0,1,1,2010,2,64,13,10,0,0,0,0,2,195000
98000,20,183,360,1,1,0,2013,2,64,1,14,3,0,0,0,2,1180000
72000,74,516,181,2,1,0,2014,0,64,1,6,3,0,0,0,1,1499000
0,44,220,194,2,0,0,2020,0,64,1,10,1,1,0,1,0,4973200
69728,51,346,110,1,1,0,2012,2,64,19,1,2,0,0,0,1,699000
113300,74,518,210,2,1,0,2013,2,64,1,6,3,0,0,0,2,1399000
149000,67,450,106,1,1,1,2008,2,64,13,10,2,0,0,0,1,403000
0,3,66,150,2,0,2,2020,2,64,13,14,1,1,0,1,0,2726756
100463,72,20,81,0,1,1,2008,2,64,13,2,2,0,0,0,1,150000
219000,63,191,70,1,1,1,2009,2,64,19,11,2,0,0,0,3,248000
159490,51,526,144,1,1,3,2015,2,64,1,11,3,0,0,0,1,1158000
300000,6,48,125,2,1,1,1983,2,64,13,11,0,0,0,0,3,450000
47636,6,507,249,2,1,0,2016,0,64,1,12,3,0,0,0,2,3620000
42665,57,285,171,1,1,3,2019,2,64,1,1,3,0,0,0,1,2049000
0,30,438,100,0,0,1,2020,2,64,13,1,1,1,0,1,0,886000
118999,20,196,125,1,1,2,2011,2,65,19,6,2,0,0,0,2,465000
112536,70,117,150,1,1,0,2017,2,64,13,1,2,0,0,0,3,1389000
103000,30,271,264,1,1,0,2011,2,64,1,14,3,0,0,0,2,899000
0,3,382,249,2,0,2,2020,2,64,1,14,1,1,0,1,0,3540000
178000,17,119,152,1,1,0,2003,2,64,10,11,2,0,0,0,3,295000
156000,30,72,102,0,1,0,2008,2,64,13,0,2,0,0,0,3,280000
206000,20,183,295,1,1,0,2006,2,64,1,11,3,0,0,0,1,750000
222000,73,471,204,2,1,0,2013,0,64,1,14,3,0,0,0,1,1537000
117500,51,386,141,1,1,3,2011,2,64,1,13,2,0,0,0,1,730000
0,3,68,249,2,0,2,2020,2,64,5,11,1,1,0,1,0,3808000
125905,36,407,123,1,1,0,2014,2,64,19,1,2,0,0,0,2,566000
69255,44,231,557,2,1,0,2015,2,64,1,11,3,0,0,0,2,3798000
87048,51,276,117,1,1,3,2012,2,64,1,6,2,0,0,0,2,715000
104799,6,510,313,2,1,0,2017,0,64,1,11,3,0,0,0,2,3598000
104000,43,27,150,1,1,1,2007,2,64,13,14,2,0,0,0,3,389000
9456,44,135,249,2,1,0,2018,0,64,13,1,3,0,0,0,1,5368000
77093,37,166,150,1,1,0,2018,0,64,1,1,3,0,0,0,3,2275000
66446,6,38,184,2,1,0,2018,2,64,13,14,3,0,0,0,1,1847000
48790,48,250,136,2,1,0,2016,2,64,18,7,2,0,0,0,2,1287000
195000,36,125,125,1,1,0,2010,2,64,16,7,2,0,0,0,2,450000
0,57,420,102,0,0,0,2020,2,64,19,14,1,1,0,1,0,926000
145923,12,111,143,1,1,0,2009,2,97,13,14,2,0,0,0,3,459000
159000,12,99,120,1,1,1,2011,2,64,4,14,2,0,0,0,3,499000
52000,44,225,333,2,1,0,2015,2,64,1,1,3,0,0,0,2,3750000
67000,36,444,150,1,1,0,2016,2,64,1,14,2,0,0,0,1,1418000
0,3,69,245,2,0,2,2020,2,64,13,14,1,1,0,1,0,3828000
96000,49,88,140,1,1,3,2012,2,64,1,14,2,0,0,0,2,719000
109646,3,65,122,2,1,2,2013,2,64,13,1,2,0,0,0,1,848000
0,44,221,194,2,0,0,2020,0,64,1,1,1,1,0,1,0,4131000
129588,30,479,150,1,1,0,2018,2,64,1,14,2,0,0,0,1,1370000
37280,63,350,180,1,1,2,2018,2,64,8,1,2,0,0,0,1,1535000
123490,73,363,102,1,1,1,2009,2,64,13,14,2,0,0,0,1,515000
102335,36,125,122,1,1,0,2010,2,64,19,12,2,0,0,0,3,475000
0,57,281,114,1,0,3,2020,2,64,1,14,1,1,0,1,0,1368000
54954,44,496,163,2,1,0,2017,0,64,10,14,3,0,0,0,1,3834000
23000,48,250,231,2,1,0,2018,2,64,18,1,2,0,0,0,1,1899000
30395,73,466,150,1,1,2,2017,2,64,1,11,3,0,0,0,1,1759000
0,44,185,197,2,0,0,2020,2,64,5,14,1,1,0,1,0,5650990
256000,66,198,158,1,1,0,2006,2,64,1,12,3,0,0,0,3,465000
240000,12,111,140,1,1,0,2006,2,64,8,12,2,0,0,0,3,232000
74613,32,391,262,2,1,3,2014,2,64,1,14,3,0,0,0,3,1776000
118404,57,169,102,0,1,1,2015,2,64,1,6,2,0,0,0,1,505000
142300,20,329,145,1,1,1,2012,2,64,13,10,2,0,0,0,1,599000
103877,20,196,125,1,1,1,2011,2,64,19,14,2,0,0,0,3,455000
145000,10,151,141,1,1,1,2010,2,64,13,14,2,0,0,0,3,409000
0,30,148,123,1,0,0,2020,2,64,1,14,1,1,0,1,0,1238000
73000,6,507,218,2,1,0,2015,0,64,1,6,3,0,0,0,2,2700000
247000,57,133,98,0,1,0,2007,2,64,13,11,2,0,0,0,3,245000
62100,37,181,190,2,1,0,2012,0,64,0,1,3,0,0,0,2,1648000
34098,66,297,175,1,1,3,2018,2,64,13,14,3,0,0,0,1,1898000
0,3,384,249,2,0,0,2020,0,64,1,14,1,1,0,1,0,5263900
21637,30,421,200,1,1,0,2017,0,64,1,2,3,0,0,0,1,1880000
126145,6,510,306,2,1,0,2012,2,64,1,1,3,0,0,0,1,1597000
84450,51,346,88,1,1,1,2010,2,64,19,12,2,0,0,0,1,445000
146000,28,152,150,1,1,0,2012,2,64,1,6,3,0,0,0,1,1219800
57895,36,327,250,1,1,0,2016,0,64,1,1,3,0,0,0,1,2348000
0,73,120,110,1,0,1,2020,0,64,10,12,1,1,0,1,0,3004500
131000,70,144,124,1,1,2,2008,2,65,13,1,2,0,0,0,2,508000
0,3,379,180,2,0,2,2020,2,64,1,1,1,1,0,1,0,3071000
148000,73,363,152,1,1,2,2010,2,64,13,10,2,0,0,0,3,420000
79552,39,511,128,1,1,1,2014,2,64,1,10,2,0,0,0,1,349000
94638,30,262,130,1,1,0,2014,2,64,18,1,2,0,0,0,1,617000
108000,17,119,152,1,1,0,2003,2,64,10,12,2,0,0,0,3,335000
9611,44,223,330,2,1,0,2020,0,64,1,14,3,0,0,0,1,6649000
0,73,466,150,1,0,2,2020,2,64,1,12,1,1,0,1,0,2104000
58202,49,357,167,1,1,3,2016,2,64,1,14,3,0,0,0,3,1566000
102000,73,112,105,1,1,1,2012,2,64,4,1,2,0,0,0,2,599000
125660,17,92,175,1,1,0,2007,2,64,13,12,2,0,0,0,2,645000
82938,66,356,175,1,1,3,2016,2,58,16,11,3,0,0,0,1,1849000
0,30,148,149,1,0,0,2020,2,64,1,11,1,1,0,1,0,1368000
140112,36,407,123,1,1,0,2012,2,64,19,2,2,0,0,0,1,495000
59118,44,228,249,2,1,0,2018,0,64,1,12,3,0,0,0,1,4749000
141082,73,371,105,0,1,1,2011,2,97,13,14,2,0,0,0,1,415000
190000,51,78,90,0,1,1,2001,2,64,13,4,2,0,0,0,3,165000
0,3,69,245,2,0,2,2020,2,64,13,12,1,1,0,1,0,3978000
69440,30,148,149,1,1,0,2016,2,64,1,1,2,0,0,0,1,1250000
0,3,382,249,2,0,2,2020,2,64,1,11,1,1,0,1,0,4016222
11180,36,487,125,1,1,0,2014,2,64,4,11,2,0,0,0,2,820000
101858,44,160,156,2,1,0,2014,2,64,13,14,0,0,0,0,3,1419000
0,51,386,144,1,0,3,2020,2,64,1,14,1,1,0,1,0,1881000
151855,30,479,112,1,1,1,2008,0,64,1,10,3,0,0,0,2,560000
195000,3,69,210,2,1,0,2008,2,64,13,7,3,0,0,0,1,767000
0,44,225,367,2,0,0,2020,2,64,1,1,1,1,0,1,0,9493700
76500,73,466,150,1,1,2,2015,2,4,1,10,2,0,0,0,2,969000
60119,57,169,143,0,1,1,2018,2,64,1,4,3,0,0,0,1,899980
46360,44,453,469,2,1,0,2017,2,64,13,14,3,0,0,0,2,5994000
117812,43,27,105,1,1,0,2010,2,64,13,14,2,0,0,0,3,534000
0,3,382,249,2,0,2,2020,2,64,1,14,1,1,0,1,0,3670000
101858,44,160,156,2,1,0,2014,2,64,13,14,0,0,0,0,3,1439000
40860,44,185,197,2,1,0,2019,2,64,13,14,3,0,0,0,1,2997000
73277,37,181,190,2,1,0,2015,0,64,1,14,3,0,0,0,3,2148000
38700,36,125,128,1,1,0,2018,2,64,19,11,2,0,0,0,2,1178000
0,3,69,245,2,0,2,2020,2,64,13,12,1,1,0,1,0,3828000
24000,6,40,190,2,1,0,2018,0,64,5,1,0,0,0,0,1,2175000
71899,44,223,204,2,1,0,2018,0,64,1,12,3,0,0,0,1,3597000
115764,51,526,171,1,1,3,2015,2,64,1,14,3,0,0,0,2,1388000
26080,36,354,188,1,1,0,2019,2,64,13,14,2,0,0,0,1,1880000
0,3,69,245,2,0,2,2020,2,64,13,6,1,1,0,1,0,3490000
178000,36,444,141,1,1,1,2010,2,64,1,6,2,0,0,0,3,515000
25983,3,66,150,2,1,2,2018,2,64,13,6,2,0,0,0,1,1699000
80512,20,286,150,1,1,0,2013,2,64,1,4,3,0,0,0,1,921000
0,3,379,180,2,0,2,2020,2,64,1,14,1,1,0,1,0,3074000
129306,30,214,97,0,1,0,2007,2,64,19,4,2,0,0,0,2,310000
89000,36,407,123,1,1,0,2017,2,64,19,6,2,0,0,0,1,740000
22550,37,398,340,2,1,0,2016,2,64,1,14,3,0,0,0,3,4098000
181882,3,66,160,2,1,3,2009,2,64,13,14,2,0,0,0,2,580000
0,3,69,245,2,0,2,2020,2,64,13,1,1,1,0,1,0,3828000
142137,70,292,235,2,1,0,2011,0,64,1,1,3,0,0,0,3,2460000
2807,63,350,110,1,1,0,2019,2,64,8,0,2,0,0,0,1,1619000
51122,44,185,150,2,1,0,2020,0,64,13,14,0,0,0,0,1,2900000
157134,12,108,109,1,1,0,2008,2,64,18,14,2,0,0,0,3,239000
0,3,66,190,2,0,2,2020,2,64,13,11,1,1,0,1,0,2844000
52523,30,421,200,1,1,0,2018,0,64,1,1,3,0,0,0,1,2320000
45000,36,369,85,0,1,0,2012,2,64,18,14,2,0,0,0,1,519000
0,51,526,144,1,0,3,2020,2,64,1,12,1,1,0,1,0,2349000
44242,55,122,245,2,1,0,2014,0,64,1,6,3,0,0,0,1,3365000
40660,10,151,124,1,1,1,2013,2,64,16,1,2,0,0,0,2,499000
213710,49,357,147,1,1,3,2011,2,64,1,14,3,0,0,0,1,710000
33400,6,309,625,2,1,0,2019,2,64,13,11,3,0,0,0,1,6749000
0,44,221,194,2,0,0,2020,0,64,1,14,1,1,0,1,0,4082952
0,3,69,245,2,0,2,2020,2,64,13,1,1,1,0,1,0,3978000
69000,36,125,130,1,1,0,2018,2,64,19,14,2,0,0,0,1,899000
99675,44,339,558,2,1,0,2015,2,64,1,14,3,0,0,0,3,2750000
15597,6,55,400,2,1,0,2019,0,64,13,11,3,0,0,0,1,8500000
1865,44,221,245,2,1,0,2020,0,64,1,1,3,0,0,0,1,4398000
176000,30,173,105,1,1,1,2006,2,64,13,4,2,0,0,0,3,190000
19071,3,66,249,2,1,2,2019,2,64,13,7,3,0,0,0,1,3699000
0,49,357,167,1,0,3,2020,2,64,1,14,1,1,0,1,0,2356000
9473,6,510,530,2,1,0,2019,2,64,1,1,3,0,0,0,1,7859000
122000,63,350,140,1,1,2,2014,2,4,8,1,2,0,0,0,2,700280
0,30,148,149,1,0,0,2020,2,64,1,12,1,1,0,1,0,1368000
26050,6,53,320,2,1,0,2018,0,64,8,14,3,0,0,0,1,4312000
60200,44,453,249,2,1,0,2018,0,64,13,14,3,0,0,0,2,5298000
33000,44,220,245,2,1,0,2017,2,64,1,7,3,0,0,0,2,3399000
79099,36,444,150,1,1,0,2015,2,64,1,1,3,0,0,0,3,989000
108841,6,510,306,2,1,0,2010,2,64,1,14,3,0,0,0,1,1390000
0,49,88,117,1,0,1,2020,2,64,1,1,1,1,0,1,0,1753000
168035,70,292,235,2,1,0,2008,0,64,1,14,3,0,0,0,2,1999000
71349,44,225,333,2,1,0,2017,2,64,1,1,3,0,0,0,2,4100000
35561,6,53,249,2,1,0,2019,0,64,8,1,3,0,0,0,2,4490000
58226,70,251,249,1,1,0,2017,2,64,1,14,3,0,0,0,1,3399000
0,51,386,144,1,0,3,2020,2,64,1,10,1,1,0,1,0,1974000
151406,3,70,300,2,1,2,2010,2,64,8,12,3,0,0,0,3,1140000
117000,51,365,190,1,1,0,2012,0,64,1,6,3,0,0,0,2,1070000
118150,34,521,340,2,1,0,2015,2,64,13,14,3,0,0,0,2,1998000
103597,20,196,100,1,1,0,2010,2,64,13,12,2,0,0,0,3,385000
154000,55,122,500,2,1,0,2012,2,64,1,12,3,0,0,0,1,1890000
183923,63,350,102,1,1,1,2011,2,64,8,12,2,0,0,0,1,465000
0,57,420,82,0,0,1,2020,2,64,19,7,1,1,0,1,0,932000
0,3,69,245,2,0,2,2020,2,64,13,1,1,1,0,1,0,3828000
72,44,228,330,2,1,0,2020,0,64,1,14,3,0,0,0,1,9518000
230000,44,185,184,2,1,0,2017,2,64,13,14,0,0,0,0,1,1775000
129619,36,407,123,1,1,1,2014,2,64,13,10,2,0,0,0,1,629000
223000,53,41,170,1,1,3,2009,2,64,1,14,3,0,0,0,1,605000
134000,49,290,150,1,1,1,2007,2,64,13,12,2,0,0,0,2,419000
90000,36,125,129,1,1,0,2013,2,64,19,10,2,0,0,0,1,669000
0,38,412,238,2,0,0,2020,2,64,1,1,1,1,0,1,0,4070000
65700,36,407,123,1,1,0,2013,2,64,19,10,2,0,0,0,2,625000
3671,44,185,197,2,1,0,2020,2,64,13,14,3,0,0,0,1,3548000
156786,28,130,140,1,1,2,2007,2,64,19,2,2,0,0,0,3,390000
346000,70,117,277,1,1,0,2008,2,4,13,14,2,0,0,0,3,569000
10,6,53,249,2,1,0,2020,0,64,8,12,3,0,0,0,1,5879399
0,44,223,367,2,0,0,2020,2,64,1,14,1,1,0,1,0,8269800
82000,43,156,192,1,1,0,2015,2,64,1,10,3,0,0,0,1,1670000
104000,20,183,294,1,1,0,2012,2,64,1,14,3,0,0,0,1,1149000
72000,63,400,110,0,1,0,2017,2,64,8,12,2,0,0,0,1,830000
82816,44,223,249,2,1,0,2016,2,64,1,1,3,0,0,0,2,3148000
0,51,526,144,1,0,3,2020,2,64,1,14,1,1,0,1,0,2016000
183475,6,55,320,2,1,0,2012,2,64,13,14,3,0,0,0,3,1484000
139838,73,471,245,2,1,0,2013,0,64,1,6,3,0,0,0,1,2045000
81500,74,516,181,2,1,0,2014,0,64,1,12,3,0,0,0,1,1739000
94994,51,336,249,1,1,3,2011,2,4,1,14,3,0,0,0,3,999000
22225,37,165,249,2,1,0,2019,0,64,1,1,3,0,0,0,1,4995000
266609,36,407,95,1,1,1,2010,2,64,13,0,2,0,0,0,2,280000
26000,44,222,510,2,1,0,2018,2,64,1,7,3,0,0,0,1,4950000
